run_id	target_id	version_id	skill_type	source_path	audit_score_0_100	format_score	description_score	structure_score	safety_score	compliance_status	severe_findings	findings_count	line_count	description_length
skill-system-stage-05-v1	global.ui-ux-pro-max	live	global_skill	/Users/daniildegtyarev/.codex/skills/ui-ux-pro-max/SKILL.md	100	25	25	25	25	pass	0	0	117	376
skill-system-stage-05-v1	plugin.s001	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S001/SKILL.md	100	25	25	25	25	pass	0	0	48	223
skill-system-stage-05-v1	plugin.s002	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S002/SKILL.md	100	25	25	25	25	pass	0	0	60	232
skill-system-stage-05-v1	plugin.s003	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S003/SKILL.md	100	25	25	25	25	pass	0	0	59	246
skill-system-stage-05-v1	plugin.s004	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S004/SKILL.md	100	25	25	25	25	pass	0	0	57	243
skill-system-stage-05-v1	plugin.s009	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S009/SKILL.md	100	25	25	25	25	pass	0	0	57	262
skill-system-stage-05-v1	plugin.s010	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S010/SKILL.md	100	25	25	25	25	pass	0	0	68	245
skill-system-stage-05-v1	plugin.s011	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S011/SKILL.md	100	25	25	25	25	pass	0	0	56	250
skill-system-stage-05-v1	plugin.s012	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S012/SKILL.md	100	25	25	25	25	pass	0	0	47	204
skill-system-stage-05-v1	plugin.s013	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S013/SKILL.md	100	25	25	25	25	pass	0	0	67	236
skill-system-stage-05-v1	plugin.s014	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S014/SKILL.md	100	25	25	25	25	pass	0	0	63	269
skill-system-stage-05-v1	plugin.s015	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S015/SKILL.md	100	25	25	25	25	pass	0	0	64	250
skill-system-stage-05-v1	plugin.s016	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S016/SKILL.md	100	25	25	25	25	pass	0	0	57	246
skill-system-stage-05-v1	plugin.s017	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S017/SKILL.md	100	25	25	25	25	pass	0	0	57	256
skill-system-stage-05-v1	plugin.s018	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S018/SKILL.md	100	25	25	25	25	pass	0	0	74	307
skill-system-stage-05-v1	plugin.s019	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S019/SKILL.md	100	25	25	25	25	pass	0	0	55	257
skill-system-stage-05-v1	plugin.s020	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S020/SKILL.md	100	25	25	25	25	pass	0	0	52	244
skill-system-stage-05-v1	plugin.s021	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S021/SKILL.md	100	25	25	25	25	pass	0	0	56	246
skill-system-stage-05-v1	plugin.s022	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S022/SKILL.md	100	25	25	25	25	pass	0	0	51	238
skill-system-stage-05-v1	plugin.s023	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S023/SKILL.md	100	25	25	25	25	pass	0	0	57	267
skill-system-stage-05-v1	plugin.s024	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S024/SKILL.md	100	25	25	25	25	pass	0	0	40	199
skill-system-stage-05-v1	plugin.s025	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S025/SKILL.md	100	25	25	25	25	pass	0	0	40	181
skill-system-stage-05-v1	plugin.s026	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S026/SKILL.md	100	25	25	25	25	pass	0	0	39	180
skill-system-stage-05-v1	plugin.s027	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S027/SKILL.md	100	25	25	25	25	pass	0	0	54	207
skill-system-stage-05-v1	plugin.s028	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S028/SKILL.md	100	25	25	25	25	pass	0	0	52	221
skill-system-stage-05-v1	plugin.s029	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S029/SKILL.md	100	25	25	25	25	pass	0	0	52	251
skill-system-stage-05-v1	plugin.s030	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S030/SKILL.md	100	25	25	25	25	pass	0	0	53	202
skill-system-stage-05-v1	plugin.s031	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S031/SKILL.md	100	25	25	25	25	pass	0	0	38	147
skill-system-stage-05-v1	plugin.s032	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S032/SKILL.md	100	25	25	25	25	pass	0	0	41	188
skill-system-stage-05-v1	plugin.s033	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S033/SKILL.md	100	25	25	25	25	pass	0	0	37	212
skill-system-stage-05-v1	plugin.s034	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S034/SKILL.md	100	25	25	25	25	pass	0	0	37	157
skill-system-stage-05-v1	plugin.s035	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S035/SKILL.md	100	25	25	25	25	pass	0	0	37	224
skill-system-stage-05-v1	plugin.s036	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S036/SKILL.md	100	25	25	25	25	pass	0	0	38	210
skill-system-stage-05-v1	plugin.s037	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S037/SKILL.md	100	25	25	25	25	pass	0	0	57	234
skill-system-stage-05-v1	plugin.s038	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S038/SKILL.md	100	25	25	25	25	pass	0	0	38	148
skill-system-stage-05-v1	plugin.s039	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S039/SKILL.md	100	25	25	25	25	pass	0	0	37	153
skill-system-stage-05-v1	plugin.s040	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S040/SKILL.md	100	25	25	25	25	pass	0	0	38	202
skill-system-stage-05-v1	plugin.s041	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S041/SKILL.md	100	25	25	25	25	pass	0	0	48	236
skill-system-stage-05-v1	plugin.s042	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S042/SKILL.md	100	25	25	25	25	pass	0	0	37	202
skill-system-stage-05-v1	plugin.s043	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S043/SKILL.md	100	25	25	25	25	pass	0	0	53	232
skill-system-stage-05-v1	plugin.s044	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S044/SKILL.md	100	25	25	25	25	pass	0	0	47	222
skill-system-stage-05-v1	plugin.s045	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S045/SKILL.md	100	25	25	25	25	pass	0	0	54	223
skill-system-stage-05-v1	plugin.s046	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S046/SKILL.md	100	25	25	25	25	pass	0	0	41	143
skill-system-stage-05-v1	plugin.s047	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S047/SKILL.md	100	25	25	25	25	pass	0	0	57	261
skill-system-stage-05-v1	plugin.s048	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S048/SKILL.md	100	25	25	25	25	pass	0	0	59	249
skill-system-stage-05-v1	plugin.s049	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S049/SKILL.md	100	25	25	25	25	pass	0	0	61	268
skill-system-stage-05-v1	plugin.s050	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S050/SKILL.md	100	25	25	25	25	pass	0	0	53	245
skill-system-stage-05-v1	plugin.s051	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S051/SKILL.md	100	25	25	25	25	pass	0	0	53	257
skill-system-stage-05-v1	plugin.s052	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S052/SKILL.md	100	25	25	25	25	pass	0	0	55	266
skill-system-stage-05-v1	plugin.s053	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S053/SKILL.md	100	25	25	25	25	pass	0	0	62	246
skill-system-stage-05-v1	plugin.s054	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S054/SKILL.md	100	25	25	25	25	pass	0	0	64	241
skill-system-stage-05-v1	plugin.s055	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S055/SKILL.md	100	25	25	25	25	pass	0	0	55	263
skill-system-stage-05-v1	plugin.s056	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S056/SKILL.md	100	25	25	25	25	pass	0	0	55	251
skill-system-stage-05-v1	plugin.s057	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S057/SKILL.md	100	25	25	25	25	pass	0	0	62	280
skill-system-stage-05-v1	plugin.s058	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S058/SKILL.md	100	25	25	25	25	pass	0	0	68	269
skill-system-stage-05-v1	plugin.s062	live	plugin_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S062/SKILL.md	100	25	25	25	25	pass	0	0	55	249
